date,sentiment.comparative,sentiment-negative-count,sentiment-positive-count,sentiment.score,time
6/21/2011,0,0,0,0,11:47:00
5/15/2011,0,0,0,0,1:41:00
1/31/2014,-0.125,1,0,-1,4:19:00
1/31/2014,0,0,0,0,4:19:00
1/31/2014,0.25,0,1,2,12:19:00
6/22/2011,0.857142857,0,2,6,11:18:00
6/22/2011,0.1,0,2,4,12:27:00
4/11/2011,0,0,0,0,8:13:00
5/9/2012,0,0,0,0,11:58:00
8/6/2011,0.071428571,1,1,2,2:50:00
8/4/2011,0.177777778,0,3,8,11:27:00
6/22/2011,1,0,2,3,11:17:00
6/21/2011,0,0,0,0,11:50:00
6/18/2011,0,0,0,0,5:50:00
6/10/2011,0.5,0,1,3,3:39:00
6/10/2011,0.05,0,1,1,2:57:00
6/10/2011,0.045454545,0,1,1,2:55:00
6/9/2011,0,0,0,0,10:42:00
6/9/2011,0,0,0,0,7:47:00
6/9/2011,0.230769231,0,1,3,8:34:00
6/8/2011,0.024390244,1,2,1,11:06:00
6/8/2011,0.166666667,0,1,3,9:11:00
6/8/2011,0,0,0,0,9:11:00
6/8/2011,-0.016393443,1,0,-1,1:13:00
6/7/2011,0.095238095,0,2,2,11:28:00
6/7/2011,0.333333333,0,4,9,7:48:00
6/2/2011,0.064516129,0,1,2,11:32:00
6/2/2011,0.130434783,0,4,9,11:30:00
6/2/2011,0,0,0,0,11:16:00
6/1/2011,0.0625,0,1,1,1:17:00
5/31/2011,-0.136363636,1,0,-3,6:49:00
5/31/2011,0.096774194,1,3,3,6:37:00
5/25/2011,0,0,0,0,2:50:00
5/20/2011,0.111111111,0,1,1,11:11:00
4/23/2011,0.125,0,1,1,11:34:00
4/10/2011,0.636363636,0,2,7,10:01:00
4/8/2011,0.3,0,2,3,4:43:00
4/7/2011,0.153846154,0,1,2,2:31:00
8/17/2016,-0.25,2,0,-4,9:32:00
8/17/2016,0,0,0,0,12:30:00
8/13/2016,0,0,0,0,11:08:00
8/13/2016,0,0,0,0,11:08:00
8/13/2016,0,0,0,0,11:07:00
8/13/2016,1,0,2,2,10:58:00
8/13/2016,0,0,0,0,10:58:00
8/13/2016,0.421052632,0,3,8,10:56:00
8/13/2016,0,0,0,0,5:05:00
8/13/2016,0,0,0,0,5:05:00
8/13/2016,0,0,0,0,5:05:00
8/13/2016,0.130434783,0,1,3,5:04:00
8/13/2016,0,0,0,0,5:02:00
8/13/2016,0,0,0,0,5:01:00
8/13/2016,0,0,0,0,2:56:00
8/13/2016,0.142857143,0,1,2,2:55:00
8/13/2016,1.333333333,0,1,4,2:55:00
8/13/2016,0,0,0,0,2:55:00
8/13/2016,-0.125,1,0,-1,2:55:00
8/13/2016,0,0,0,0,2:26:00
8/13/2016,0,0,0,0,2:26:00
1/7/2015,1.5,0,1,3,7:13:00
1/7/2015,0,0,0,0,5:52:00
1/7/2015,-0.133333333,1,0,-2,5:52:00
1/7/2015,1.25,0,2,5,5:50:00
1/7/2015,0.166666667,0,1,1,5:50:00
1/7/2015,0.5,0,1,2,5:35:00
1/7/2015,0.4,0,2,2,5:35:00
1/7/2015,0,1,1,0,5:35:00
1/7/2015,0,0,0,0,5:33:00
1/7/2015,0.263157895,0,2,5,5:33:00
1/7/2015,0,0,0,0,5:31:00
1/7/2015,0,1,1,0,5:20:00
1/7/2015,0.160493827,2,6,13,5:19:00
1/6/2015,0.071428571,0,1,1,4:51:00
1/6/2015,0.115789474,4,7,11,4:51:00
12/31/2014,0.142857143,0,1,2,2:12:00
12/31/2014,0,0,0,0,1:58:00
12/31/2014,0.451612903,1,6,14,1:57:00
12/31/2014,0,0,0,0,1:49:00
