date,sentiment.comparative,sentiment-negative-count,sentiment-positive-count,sentiment.score,time
9/16/2011,0,0,0,0,7:17:00
9/16/2011,0,0,0,0,7:17:00
9/16/2011,1,0,1,2,7:17:00
9/16/2011,0,0,0,0,7:16:00
9/16/2011,0.5,0,1,1,7:16:00
9/16/2011,0,0,0,0,7:15:00
9/16/2011,2,0,1,2,7:14:00
9/16/2011,0.1875,0,1,3,7:13:00
9/16/2011,1,0,1,1,7:13:00
9/16/2011,0.583333333,0,3,7,7:12:00
9/16/2011,0.6,0,1,3,7:12:00
9/16/2011,0.461538462,0,2,6,7:11:00
9/16/2011,0.333333333,0,2,3,7:10:00
9/16/2011,0.222222222,0,1,2,7:10:00
9/16/2011,0,0,0,0,7:10:00
9/16/2011,0,0,0,0,7:09:00
9/16/2011,0,0,0,0,7:08:00
9/16/2011,0,0,0,0,7:08:00
7/23/2011,0.243902439,0,4,10,8:39:00
7/22/2011,0,0,0,0,11:12:00
6/30/2011,0.113636364,2,9,15,11:26:00
6/30/2011,1,0,3,9,10:39:00
6/30/2011,1,0,1,3,11:31:00
6/29/2011,0.375,0,1,3,10:08:00
6/20/2011,0,0,0,0,5:18:00
10/2/2014,1.2,0,2,6,10:40:00
10/2/2014,1,0,1,2,10:37:00
10/2/2014,0,0,0,0,10:08:00
10/2/2014,0,0,0,0,10:08:00
10/2/2014,0.555555556,0,4,10,9:51:00
10/2/2014,0.25,0,1,2,9:49:00
10/2/2014,0,0,0,0,9:48:00
10/2/2014,0,0,0,0,9:46:00
10/2/2014,0,0,0,0,9:45:00
10/2/2014,3,0,1,3,9:37:00
10/2/2014,0.666666667,0,1,2,9:36:00
10/2/2014,0,0,0,0,9:33:00
10/2/2014,0,0,0,0,9:32:00
10/2/2014,0,1,1,0,9:32:00
10/2/2014,0.142857143,0,1,2,9:30:00
10/2/2014,0.111111111,0,1,1,9:30:00
10/2/2014,0.181818182,0,2,4,9:29:00
10/2/2014,0,0,0,0,9:28:00
10/2/2014,0,0,0,0,9:28:00
10/2/2014,0.206896552,0,3,6,9:27:00
10/2/2014,0,0,0,0,9:26:00
10/2/2014,0.153846154,0,1,2,9:25:00
10/2/2014,0.068181818,0,2,3,9:24:00
10/2/2014,0.148148148,0,3,4,9:23:00
10/2/2014,0,0,0,0,9:23:00
10/2/2014,0,0,0,0,9:22:00
10/2/2014,0.111111111,0,1,2,9:21:00
10/2/2014,0,0,0,0,9:21:00
10/2/2014,0,0,0,0,9:20:00
10/2/2014,0,0,0,0,9:19:00
10/2/2014,0,0,0,0,9:19:00
10/2/2014,0,0,0,0,9:19:00
10/2/2014,0,0,0,0,9:18:00
6/23/2011,0,0,0,0,7:39:00
10/29/2011,0.146067416,6,17,26,9:25:00
10/23/2011,0.125,2,13,21,9:38:00
10/15/2011,0.12371134,2,7,12,12:50:00
6/23/2011,0.105263158,0,1,2,1:20:00
5/19/2014,0,0,0,0,1:09:00
5/19/2014,0.333333333,0,1,4,12:52:00
5/19/2014,0.176470588,0,1,3,12:51:00
5/19/2014,0,0,0,0,12:50:00
5/17/2014,0.454545455,0,2,5,4:18:00
5/17/2014,0,0,0,0,3:56:00
5/17/2014,0,0,0,0,3:18:00
5/17/2014,0,0,0,0,3:18:00
5/17/2014,0,0,0,0,3:18:00
5/17/2014,0.166666667,0,1,3,12:02:00
5/17/2014,0,0,0,0,12:02:00
10/19/2011,0,0,0,0,1:00:00
7/25/2014,0.125,0,2,2,10:58:00
7/25/2014,0.25,0,1,2,10:57:00
7/25/2014,0.052631579,1,1,1,10:56:00
7/25/2014,0.375,0,2,6,10:56:00
7/25/2014,-0.083333333,3,2,-2,10:55:00
1/23/2012,0,0,0,0,6:14:00
1/23/2012,1.333333333,0,2,4,6:14:00
1/23/2012,0.230769231,0,1,3,5:36:00
1/23/2012,1,0,2,5,4:57:00
1/23/2012,0.25,0,1,1,4:57:00
1/23/2012,0,0,0,0,2:07:00
8/19/2011,0,0,0,0,12:20:00
8/19/2011,1,0,1,1,12:20:00
8/19/2011,0.333333333,0,2,3,12:17:00
8/19/2011,0,0,0,0,12:16:00
8/19/2011,1,0,1,1,12:16:00
8/19/2011,0,0,0,0,11:53:00
8/19/2011,-0.5,1,0,-1,11:52:00
8/19/2011,0,0,0,0,11:52:00
8/19/2011,0,0,0,0,11:44:00
8/19/2011,0,0,0,0,11:44:00
8/11/2011,1.5,0,1,3,4:01:00
8/5/2011,1.666666667,0,2,5,10:25:00
8/5/2011,0,0,0,0,9:43:00
8/5/2011,0.8,0,2,4,9:43:00
8/5/2011,0,0,0,0,9:43:00
8/5/2011,0.333333333,0,1,1,9:42:00
8/5/2011,0,0,0,0,9:06:00
8/5/2011,0,0,0,0,9:06:00
7/10/2011,0,0,0,0,9:17:00
7/10/2011,0,0,0,0,9:17:00
7/10/2011,0,0,0,0,9:13:00
7/10/2011,0,0,0,0,9:13:00
7/10/2011,0,0,0,0,6:19:00
7/10/2011,1.5,0,1,3,6:18:00
7/10/2011,0,0,0,0,6:18:00
7/10/2011,0.25,0,1,1,6:18:00
7/10/2011,0.25,0,1,3,6:18:00
7/10/2011,-0.285714286,2,0,-2,6:17:00
7/10/2011,0.0625,0,1,1,6:17:00
7/10/2011,0,0,0,0,6:17:00
7/10/2011,0,0,0,0,6:16:00
7/10/2011,0.333333333,0,1,1,6:16:00
7/9/2011,-0.5,2,0,-2,4:27:00
7/9/2011,0,0,0,0,4:26:00
7/9/2011,0.333333333,0,1,3,4:26:00
7/9/2011,0,0,0,0,4:25:00
7/9/2011,0,0,0,0,4:25:00
7/9/2011,0,0,0,0,4:24:00
7/9/2011,0,0,0,0,4:24:00
7/9/2011,0,0,0,0,4:23:00
7/9/2011,0,0,0,0,4:23:00
7/9/2011,0.666666667,0,1,2,4:22:00
7/9/2011,0,0,0,0,4:22:00
7/9/2011,0.416666667,0,2,5,4:21:00
7/9/2011,0.375,0,1,3,4:21:00
7/9/2011,1,0,1,1,4:21:00
7/9/2011,0,0,0,0,4:20:00
7/9/2011,0,0,0,0,4:20:00
7/9/2011,0,0,0,0,4:19:00
7/9/2011,0.25,0,1,1,4:19:00
7/9/2011,0,0,0,0,4:17:00
7/9/2011,0.25,0,1,1,4:16:00
7/9/2011,0,0,0,0,4:16:00
7/9/2011,0,0,0,0,4:15:00
7/9/2011,0.0625,1,2,1,4:14:00
7/9/2011,0.285714286,0,1,2,4:13:00
7/9/2011,0.1,0,1,1,4:12:00
7/9/2011,0,0,0,0,4:12:00
7/9/2011,0,0,0,0,4:11:00
7/9/2011,0.125,1,2,3,4:11:00
7/9/2011,0,0,0,0,4:10:00
7/9/2011,0,0,0,0,4:10:00
7/9/2011,1.5,0,1,3,4:10:00
7/9/2011,0,0,0,0,4:09:00
7/9/2011,1,0,1,1,4:09:00
7/9/2011,0.307692308,0,2,4,4:08:00
7/9/2011,0,0,0,0,4:08:00
7/9/2011,1,0,1,3,4:07:00
7/9/2011,-0.142857143,1,0,-1,4:07:00
7/9/2011,0.4,0,2,2,4:06:00
7/9/2011,0,0,0,0,4:06:00
7/9/2011,0.583333333,0,3,7,4:05:00
7/9/2011,0.5,0,1,1,4:04:00
7/9/2011,0,0,0,0,4:04:00
7/9/2011,1,0,1,1,4:03:00
7/9/2011,-0.2,1,0,-1,4:02:00
7/9/2011,0.166666667,1,2,1,4:02:00
7/9/2011,0.5,0,1,1,4:00:00
7/9/2011,0.166666667,0,1,1,3:59:00
7/9/2011,0,0,0,0,3:59:00
7/9/2011,0.666666667,0,1,2,3:59:00
6/19/2011,0.071428571,5,8,7,1:54:00
6/18/2011,0.054054054,6,10,8,10:01:00
6/15/2011,0.21875,0,5,14,7:21:00
2/9/2014,0.349206349,0,9,22,9:26:00
2/8/2014,0.210526316,1,2,4,11:05:00
1/13/2013,0,0,0,0,11:05:00
1/13/2013,0,0,0,0,11:05:00
1/8/2013,0,0,0,0,11:22:00
1/7/2013,0,0,0,0,6:02:00
1/7/2013,0,0,0,0,5:34:00
1/6/2013,0.2,0,2,5,10:55:00
8/7/2012,0.368421053,0,3,7,12:22:00
8/7/2012,0,0,0,0,11:29:00
9/20/2013,0.545454545,0,3,6,2:32:00
8/16/2013,0,0,0,0,5:08:00
5/6/2013,0.105263158,0,1,2,11:06:00
2/25/2013,0.0625,0,1,1,2:16:00
3/18/2013,0.086206897,10,32,50,1:49:00
3/12/2013,0.125,1,2,3,11:24:00
7/1/2015,0.240740741,0,8,13,12:19:00
5/28/2012,0.384615385,1,2,5,4:16:00
8/12/2015,0.075471698,0,2,4,10:44:00
6/24/2013,0.275862069,0,4,8,12:28:00
6/24/2013,0.444444444,0,1,4,12:25:00
6/24/2013,0.4,0,1,2,12:24:00
6/24/2013,0,0,0,0,12:23:00
6/24/2013,0,0,0,0,12:22:00
6/24/2013,0.146341463,0,2,6,12:22:00
6/24/2013,0.1015625,2,8,13,10:46:00
6/23/2013,0.363636364,0,2,4,3:44:00
6/23/2013,0,0,0,0,3:43:00
