X,Y,OBJECTID,GISID,POSTCODE,DISTRICT,LOCATIE,K_PAAL_NR,PAALTYPE,DETECTIE,DRUKKNOPPEN,SAMENSTELLING,INVENTARISATIE
4.459130010870392,51.196354823985629,136673,VKL_0263,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_08,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.459086038148066,51.196409978809861,136674,VKL_0264,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_09,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.458871312702959,51.196603250674144,136675,VKL_0265,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_10,BP_LANG,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_STANDAARD,2013-05-01T00:00:00.000Z
4.459046139629852,51.196732143097137,136676,VKL_0266,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_11,GEWOON,GEEN,GEEN,2_VOET | 2_VOET,2013-05-01T00:00:00.000Z
4.459187077451308,51.19676249195679,136677,VKL_0267,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_12,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.45931970816663,51.196703693054417,136678,VKL_0268,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_13,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.459299781371269,51.196584383704533,136679,VKL_0269,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_14,GEWOON,GEEN,GEEN,3_FIETS | 2_VOET,2013-05-01T00:00:00.000Z
4.459478410813018,51.196122835587815,136680,VKL_0270,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_6b,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.459517814050276,51.195977438911804,136681,VKL_0271,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_05,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.459620995129471,51.195982637946358,136682,VKL_0272,2100,DEURNE,Boekenberglei / Drakenhoflaan / Gitschotellei,K698_5b,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.460237877537375,51.19999019582179,136683,VKL_0273,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_01,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS,2013-05-01T00:00:00.000Z
4.460061696878482,51.20002787792577,136684,VKL_0274,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_02,GEWOON,GEEN,GEEN,3_PIJLEN_LINKS | 2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.459973358907277,51.200064858694553,136685,VKL_0275,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_03,GEWOON,GEEN,GEEN,3_TRAM_RECHTDOOR | 2_VOET,2013-05-01T00:00:00.000Z
4.459751498082938,51.200116080122605,136686,VKL_0276,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_04,GEWOON,GEEN,GEEN,3_FIETS | 2_VOET,2013-05-01T00:00:00.000Z
4.45970673170356,51.200278451023784,136687,VKL_0277,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_05,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.45979232949268,51.200401014241798,136688,VKL_0278,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_06,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.459835667592125,51.200418127889805,136689,VKL_0279,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_07,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS,2013-05-01T00:00:00.000Z
4.459937447430725,51.200396232907082,136690,VKL_0280,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_08,GEWOON,GEEN,GEEN,3_PIJLEN_LINKS | 2_VOET | 3_TRAM_RECHTDOOR | 1_ORANJE_VOET,2013-05-01T00:00:00.000Z
4.46007222391601,51.20034776651849,136691,VKL_0281,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_09,GEWOON,GEEN,GEEN,1_ORANJE_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.460191052406941,51.200321166063468,136692,VKL_0282,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_10,GEWOON,GEEN,BLINDEN_PRISMA,2_VOET,2013-05-01T00:00:00.000Z
4.460294121829801,51.200293939607349,136693,VKL_0283,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_11,GEWOON,GEEN,BLINDEN_PRISMA,2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.4603830408327,51.200254784737439,136694,VKL_0284,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_12,GEWOON,GEEN,GEEN,2_VOET | 3_STANDAARD,2013-05-01T00:00:00.000Z
4.460377097908363,51.200138484928857,136695,VKL_0285,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_13,GEWOON,GEEN,GEEN,2_VOET | 3_STANDAARD,2013-05-01T00:00:00.000Z
4.460305649677555,51.200111983396788,136696,VKL_0286,2100,DEURNE,Boekenberglei / Jozef Verbovenlei / Menegemlei,K697_14,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.405234210615151,51.218525571715865,136697,VKL_0287,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_01,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.405253005025842,51.218434809073337,136698,VKL_0288,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_03,GEWOON,GEEN,GEEN,3_PIJLEN_RECHTDOOR,2013-05-01T00:00:00.000Z
4.405565743797986,51.218360181192097,136699,VKL_0289,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_12,GEWOON,GEEN,FIETS,3_FIETS,2013-05-01T00:00:00.000Z
4.405521784237371,51.218164041349887,136700,VKL_0290,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_04,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.40482367671062,51.218378784754883,136701,VKL_0291,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_07,GEWOON,GEEN,GEEN,3_STANDAARD | 3_TRAM_RECHTS,2013-05-01T00:00:00.000Z
4.404839590304986,51.218430793855759,136702,VKL_0292,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_08,GEWOON,GEEN,GEEN,3_TRAM_RECHTDOOR | 2_VOET | 3_TRAM_RECHTDOOR | 2_VOET,2013-05-01T00:00:00.000Z
4.404895822065714,51.218553090438959,136703,VKL_0293,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_09,GEWOON,GEEN,GEEN,2_VOET | 2_VOET,2013-05-01T00:00:00.000Z
4.405171686389024,51.218597704357229,136704,VKL_0294,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_11,GEWOON,GEEN,GEEN,2_VOET | 3_TRAM_RECHTS,2013-05-01T00:00:00.000Z
4.405171212507333,51.218480644135596,136705,VKL_0295,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_02,GEWOON,GEEN,GEEN,3_TRAM_LINKS | 3_TRAM_RECHTS,2013-05-01T00:00:00.000Z
4.405050241412473,51.218684410320876,136706,VKL_0296,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_13,GEWOON,GEEN,GEEN,3_TRAM_LINKS | 3_TRAM_RECHTS,2013-05-01T00:00:00.000Z
4.405326465195765,51.218174771405963,136707,VKL_0297,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_05,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.405244516455518,51.218246594724356,136708,VKL_0298,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_06,GEWOON,GEEN,GEEN,3_PIJLEN_RECHTS | 3_TRAM_RECHTS,2013-05-01T00:00:00.000Z
4.404975597965277,51.218615247276425,136709,VKL_0299,2000,ANTWERPEN,Meirbrug / Schoenstraat / Eiermarkt / Sint-Katelijnevest / Wiegstraat / Huidevettersstraat,K649_10,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.401220529259647,51.218550594733244,136710,VKL_0300,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_01,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.401011936796245,51.218552927119205,136711,VKL_0301,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_02,GEWOON,GEEN,BLINDEN_PRISMA,3_TRAM_RECHTDOOR | 2_VOET,2013-05-01T00:00:00.000Z
4.400856997259253,51.218587032624391,136712,VKL_0302,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_03,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET | 2_VOET | 1_ORANJE,2013-05-01T00:00:00.000Z
4.400902450371545,51.218742432950613,136713,VKL_0303,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_04,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.401137161875731,51.218785224183058,136714,VKL_0304,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_06,GEWOON,GEEN,OV,3_VERVANGEND_ORANJE | 3_TRAM_RECHTDOOR,2013-05-01T00:00:00.000Z
4.400989171582528,51.218756084671135,136715,VKL_0305,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_05,GEWOON,VIDEO_AUTO,OV,3_TRAM_RECHTDOOR,2013-05-01T00:00:00.000Z
4.401375469681821,51.218770670675298,136716,VKL_0306,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_07,GEWOON,GEEN,GEEN,1_ORANJE,2013-05-01T00:00:00.000Z
4.401340719099538,51.218735244615409,136717,VKL_0307,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_08,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_TRAM_RECHTDOOR,2013-05-01T00:00:00.000Z
4.401299341042022,51.218664576013076,136718,VKL_0308,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_09,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_TRAM_RECHTDOOR,2013-05-01T00:00:00.000Z
4.401249444495375,51.218590207466001,136719,VKL_0309,2000,ANTWERPEN,Groenplaats / Groenkerkhofstraat / Nationalestraat,K647_10,GEWOON,GEEN,GEEN,2_VOET | 1_ORANJE,2013-05-01T00:00:00.000Z
4.363735256363091,51.187516998845993,136720,VKL_0310,2660,HOBOKEN,Lageweg / Krugerstraat,K706_01,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.363817588964451,51.18751684812672,136721,VKL_0311,2660,HOBOKEN,Lageweg / Krugerstraat,K706_02,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.363925179012235,51.18743924880485,136722,VKL_0312,2660,HOBOKEN,Lageweg / Krugerstraat,K706_03,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.363869368280242,51.187379580259311,136723,VKL_0313,2660,HOBOKEN,Lageweg / Krugerstraat,K706_04,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 1_300_GROEN_PIJL_LINKS,2013-05-01T00:00:00.000Z
4.363744204960153,51.187309251505773,136724,VKL_0314,2660,HOBOKEN,Lageweg / Krugerstraat,K706_05,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.363625968689403,51.187271653613536,136725,VKL_0315,2660,HOBOKEN,Lageweg / Krugerstraat,K706_06,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 1_300_GROEN_PIJL_LINKS,2013-05-01T00:00:00.000Z
4.36353054339627,51.187347456333001,136726,VKL_0316,2660,HOBOKEN,Lageweg / Krugerstraat,K706_07,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.36356600759844,51.187422313039271,136727,VKL_0317,2660,HOBOKEN,Lageweg / Krugerstraat,K706_08,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.386548128994098,51.227332296661004,136728,VKL_0318,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_01,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.386651376964838,51.22711490587416,136729,VKL_0319,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_02,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.386654087832611,51.227020516832496,136730,VKL_0320,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_03,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.386528437299763,51.22694298401229,136731,VKL_0321,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_04,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS,2013-05-01T00:00:00.000Z
4.386384544731197,51.226947413394534,136732,VKL_0322,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_05,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS,2013-05-01T00:00:00.000Z
4.386370352514461,51.22697973056318,136733,VKL_0323,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_06,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.386330979246529,51.227010335744396,136734,VKL_0324,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_07,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.386185616984853,51.226946612631643,136735,VKL_0325,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_08,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.386038049441795,51.226950432744381,136736,VKL_0326,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_09,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.385856733053116,51.227034438466667,136737,VKL_0327,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_10,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.385860240586657,51.227132747277942,136738,VKL_0328,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_11,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.385973814519046,51.227181303247292,136739,VKL_0329,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_12,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.385859602461001,51.22739980784673,136740,VKL_0330,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_13,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.385864060042823,51.227500499315781,136741,VKL_0331,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_14,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.386071961484006,51.227586344447403,136742,VKL_0332,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_15,GEWOON,GEEN,GEEN,3_PIJLEN_LINKS | 2_VOET | 3_STANDAARD,2013-05-01T00:00:00.000Z
4.386220981488872,51.227583316844139,136743,VKL_0333,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_16,GEWOON,GEEN,GEEN,3_PIJLEN_LINKS | 2_VOET | 3_STANDAARD,2013-05-01T00:00:00.000Z
4.386270551304849,51.227510321915311,136744,VKL_0334,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_17,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.386403703388843,51.227582225316006,136745,VKL_0335,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_18,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.386341692877196,51.227390396283575,136746,VKL_0336,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_19,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.386393683524044,51.227333273474827,136747,VKL_0337,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_20,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.386555721944974,51.227577997778141,136748,VKL_0338,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_21,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.386665797710134,51.227483398661178,136749,VKL_0339,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_22,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.386668339799454,51.227389384474201,136750,VKL_0340,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_23,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.386205603280086,51.227180704334245,136751,VKL_0341,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_24,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.386256359052122,51.227128768955772,136752,VKL_0342,2050,ANTWERPEN,Charles de Costerlaan / Gloriantlaan,K664_25,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.387701084115727,51.220724221150078,136753,VKL_0343,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_01,GEWOON,GEEN,BLINDEN_PRISMA | VG_TERUGMELD,3_STANDAARD | 2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.387642998980044,51.220777240696748,136754,VKL_0344,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_02,GEWOON,GEEN,BLINDEN_PRISMA,2_VOET,2013-05-01T00:00:00.000Z
4.387590166431367,51.220710075623984,136755,VKL_0345,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_03,GEWOON,GEEN,FIETS_TERUGMELD,3_STANDAARD | 3_FIETS,2013-05-01T00:00:00.000Z
4.387457011762939,51.22078529439068,136756,VKL_0346,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_04,GEWOON,GEEN,BLINDEN_PRISMA | VG_TERUGMELD,3_STANDAARD | 2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.387352037775009,51.220852909628036,136757,VKL_0347,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_05,GEWOON,GEEN,BLINDEN_PRISMA | VG_TERUGMELD,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.387304780198787,51.220784848276658,136758,VKL_0348,2050,ANTWERPEN,Beatrijslaan / Frederik Van Eedenplein (VOP),K688_06,GEWOON,GEEN,FIETS_TERUGMELD,3_FIETS,2013-05-01T00:00:00.000Z
4.382228616731561,51.220681758703563,136759,VKL_0349,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_01,GEWOON,GEEN,BLINDEN_PRISMA,2_VOET,2013-05-01T00:00:00.000Z
4.382387596824953,51.220659686535981,136760,VKL_0350,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_02,GEWOON,GEEN,BLINDEN_PRISMA,3_FIETS | 2_VOET,2013-05-01T00:00:00.000Z
4.38244106537186,51.220632278046693,136761,VKL_0351,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_03,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.382433986320162,51.220530970792048,136762,VKL_0352,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_04,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.382388841452964,51.220508634735715,136763,VKL_0353,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_05,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.382426108304865,51.220293911103163,136764,VKL_0354,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_06,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.382421531961945,51.220162354905014,136765,VKL_0355,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_07,GEWOON,GEEN,GEEN,2_VOET | 1_ORANJE_VOET,2013-05-01T00:00:00.000Z
4.382372571029999,51.220133501821827,136766,VKL_0356,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_08,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.382201709270421,51.220129481203607,136767,VKL_0357,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_09,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.382031722866256,51.220147231910993,136768,VKL_0358,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_10,GEWOON,GEEN,BLINDEN_PRISMA,2_VOET,2013-05-01T00:00:00.000Z
4.381837123048893,51.220143727704802,136769,VKL_0359,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_11,GEWOON,GEEN,BLINDEN_PRISMA,3_FIETS | 2_VOET,2013-05-01T00:00:00.000Z
4.381751689464112,51.220176369077151,136770,VKL_0360,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_12,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.381747926279836,51.220268041190941,136771,VKL_0361,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_13,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.381865254374195,51.220319303608441,136772,VKL_0362,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_14,GEWOON,GEEN,GEEN,3_STANDAARD,2013-05-01T00:00:00.000Z
4.381817011205371,51.220520124202622,136773,VKL_0363,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_15,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.381817308624057,51.220650092655504,136774,VKL_0364,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_16,GEWOON,GEEN,GEEN,2_VOET | 1_ORANJE_VOET,2013-05-01T00:00:00.000Z
4.381887631704424,51.220672368461017,136775,VKL_0365,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_17,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.382037740747625,51.220679421973159,136776,VKL_0366,2050,ANTWERPEN,Blancefloerlaan / Waterhoenlaan,K665_18,GEWOON,GEEN,BLINDEN_PRISMA,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.378405257539929,51.220555301983516,136777,VKL_0367,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_02,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS,2013-05-01T00:00:00.000Z
4.378426434283411,51.220447681263671,136778,VKL_0368,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_04,GEWOON,GEEN,GEEN,3_PIJLEN_LINKS | 2_VOET | 3_FIETS,2013-05-01T00:00:00.000Z
4.378406460353867,51.220312505745461,136779,VKL_0369,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_03,GEWOON,GEEN,GEEN,3_FIETS | 3_TRAM_RECHTDOOR,2013-05-01T00:00:00.000Z
4.378471486014278,51.220228369618958,136780,VKL_0370,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_05,GEWOON,GEEN,GEEN,2_VOET,2013-05-01T00:00:00.000Z
4.378487405411837,51.220140551657096,136781,VKL_0371,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_06,GEWOON,GEEN,GEEN,3_FIETS | 2_VOET | 1_ORANJE_VOET,2013-05-01T00:00:00.000Z
4.37841586457944,51.220121532222556,136782,VKL_0372,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_07,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.378394730685631,51.220066769614625,136783,VKL_0373,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_08,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET,2013-05-01T00:00:00.000Z
4.378278399746974,51.220058397155235,136784,VKL_0374,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_09,GEWOON,GEEN,GEEN,3_STANDAARD | 2_VOET | 2_VOET,2013-05-01T00:00:00.000Z
4.378166974387963,51.220052175083637,136785,VKL_0375,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_10,GEWOON,GEEN,GEEN,3_FIETS | 2_VOET,2013-05-01T00:00:00.000Z
4.378031883653193,51.220118337504772,136786,VKL_0376,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_11,GEWOON,GEEN,GEEN,3_FIETS,2013-05-01T00:00:00.000Z
4.377939842154355,51.220118034234467,136787,VKL_0377,2050,ANTWERPEN,Blancefloerlaan / Halewijnlaan / Galgenweellaan,K666_12,BP_LANG,GEEN,GEEN,3_STANDAARD | 2_VOET | 3_PIJLEN_LINKS | 3_STANDAARD,2013-05-01T00:00:00.000Z
